DFIRM_ID,Version_ID,FloodAreaID,StudyType,FloodZone,ZoneSubtype,SFHA_TF,SourceCitation,ZoneDescription,AdoptedDate,GlobalID,OBJECTID,Shape__Area,Shape__Length
47037C,1.1.1.0,47037C_14690,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,feda93cc-341b-455a-b088-b17c97e9461b,3679,15271.1086425781,1569.95894140047
47037C,1.1.1.0,47037C_14691,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,04aa7ae9-414a-4519-b490-81a11917b8c4,3680,11574.2509765625,991.404807836306
47037C,1.1.1.0,47037C_14692,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,485b947e-e2b2-4f04-a2c3-55fec68e5aa4,3681,3802.89501953125,606.099048884168
47037C,1.1.1.0,47037C_14693,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f28568c3-9e47-472c-ace1-3165df2eb899,3682,4342.56530761719,308.439141388624
47037C,1.1.1.0,47037C_14694,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,37318010-6f01-4418-a73d-e23c19271610,3683,14.830078125,21.7697366230357
47037C,1.1.1.0,47037C_14695,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,4b7b96cb-9ea6-41b4-ba9c-ca34b80b4473,3684,27.3927001953125,28.1727535962347
47037C,1.1.1.0,47037C_14696,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c486a74a-a00a-49ce-8847-7ebe514fec6e,3685,5192.5341796875,628.700762949361
47037C,1.1.1.0,47037C_14697,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,2627909c-2127-4fb8-9985-0a3f8db8a3fb,3686,5.1959228515625,9.66802730834483
47037C,1.1.1.0,47037C_14698,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,9a248484-df37-4fb0-90a8-0d4ae7aa097c,3687,29.886474609375,24.2765334374581
47037C,1.1.1.0,47037C_14699,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5b07b944-ee61-4b33-99ed-e09b40e3c88e,3688,64188.0505371094,2465.4289318874
47037C,1.1.1.0,47037C_14700,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,d0953af6-6c87-4514-8114-24e1fe959ab4,3689,1294.07434082031,271.1033439613
47037C,1.1.1.0,47037C_14701,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,2b575856-4a74-4c9c-97ef-1b7fba339b7d,3690,4515.21215820312,804.396239421524
47037C,1.1.1.0,47037C_14702,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5ac4825c-d5d3-46f7-8fb9-b6292cabbd58,3691,79.7530517578125,57.5225630253195
47037C,1.1.1.0,47037C_14703,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,b4310b31-d342-4ae2-9ebc-d9278c9aff0a,3692,1009.63891601562,446.773995009528
47037C,1.1.1.0,47037C_14704,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,85e8b5ca-43b0-4281-91ed-838dc0be323d,3693,510.688842773438,215.326011191823
47037C,1.1.1.0,47037C_14705,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,7ff8cc65-063c-4cf5-a5cf-0757eb66a67d,3694,15.3790283203125,23.5885333258688
47037C,1.1.1.0,47037C_14706,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,4c818e05-e6a6-49e1-b711-c8d167f91d0f,3695,4.9437255859375,21.9640718970033
47037C,1.1.1.0,47037C_14707,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,79fbe8f8-a973-4ca5-b743-4c31e983f459,3696,35.60400390625,35.5697822939385
47037C,1.1.1.0,47037C_14708,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e04f84c0-9593-4a4d-9d63-5295b0342e8c,3697,4.0389404296875,9.48774752003452
47037C,1.1.1.0,47037C_14709,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5f19aa73-af1c-4494-9e8a-7cf323098ac9,3698,74199.3530273438,2019.6429325925
47037C,1.1.1.0,47037C_14710,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,0b3a745d-21f4-4e54-af0a-788453819348,3699,49444.6727294922,1975.89079907515
47037C,1.1.1.0,47037C_14711,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,94c36499-f95f-48b7-817a-887438dc438f,3700,41.2315673828125,29.2950619875124
47037C,1.1.1.0,47037C_14712,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,1a3b0b9e-6087-4e2b-84a6-e84e2f06d32c,3701,48817.9674072266,2111.1863838841
47037C,1.1.1.0,47037C_14713,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,54673156-905f-44bb-923f-378f4f27c3f4,3702,283.567016601562,89.0352296577741
47037C,1.1.1.0,47037C_14714,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,4c239877-3287-4c7e-a6ae-f8b6075ab139,3703,759.236450195312,369.833494517516
47037C,1.1.1.0,47037C_14715,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5279a42b-5e4e-42c5-8641-2aa0a29daf6c,3704,2733.21057128906,425.136218028977
47037C,1.1.1.0,47037C_14716,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,05589e2a-5ced-4b62-b159-7cdf2f5a1a1d,3705,2330.84094238281,392.813404562778
47037C,1.1.1.0,47037C_14717,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,17c11c6a-b104-4bb6-84bd-21930d7d5bfb,3706,0.87353515625,6.40894765186104
47037C,1.1.1.0,47037C_14718,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,1016f18f-1494-48ea-af41-bd09c9ed1ec2,3707,0.832275390625,5.36258888209345
47037C,1.1.1.0,47037C_14719,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e6309c3a-11a2-4ffb-84e0-190f5d4476a0,3708,4.4423828125,9.14149790937395
47037C,1.1.1.0,47037C_14720,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5926e6d3-9396-4dbe-ac31-17056f24cc72,3709,6733.23767089844,860.954987403809
47037C,1.1.1.0,47037C_14721,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,a19c2d3c-bc1b-42bf-9745-26033ac1e33d,3710,24169.8583984375,1406.70938794678
47037C,1.1.1.0,47037C_14722,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c8407a25-ce29-43e3-a6e6-a197d6c91080,3711,4.82373046875,9.98012883209058
47037C,1.1.1.0,47037C_14723,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e38e9c6a-2437-4cd0-bed2-43713c3f640d,3712,42504.8931884766,1507.33701820797
47037C,1.1.1.0,47037C_14724,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f7968fee-49e8-4839-a160-1916e107beda,3713,1721.83081054688,241.482684910682
47037C,1.1.1.0,47037C_14725,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,6ff0c255-e2a8-4482-b6e8-615f8faf16d7,3714,1828.93579101562,501.061844949077
47037C,1.1.1.0,47037C_14726,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,8b3d0e78-e7a9-40da-8e68-30140cd44ec3,3715,2.6541748046875,8.03982772494472
47037C,1.1.1.0,47037C_14727,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,07ec04ff-d1d9-4016-8cff-b81735ffb731,3716,25523.8511962891,1507.2470490269
47037C,1.1.1.0,47037C_14728,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,bfbe1e69-c7b1-4db9-b10b-d1b43efac69d,3717,2.091796875,11.402627601421
47037C,1.1.1.0,47037C_14729,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,ac3bdeab-4de5-4222-adb6-f69f03b9275b,3718,1659.85986328125,371.293091004417
47037C,1.1.1.0,47037C_14730,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,07f00edd-1218-4b4c-a89a-f28d017cdb97,3719,0.4256591796875,4.06708398710864
47037C,1.1.1.0,47037C_14731,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,21cfc11c-9496-4d3c-8c1b-7ea150c94b3b,3720,439265.872802734,7408.20598217577
47037C,1.1.1.0,47037C_14732,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e658c2eb-e33e-44ea-ab43-56bed6779d1a,3721,53.592529296875,59.5837690903794
47037C,1.1.1.0,47037C_14733,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,b5dc86f0-bb89-41a4-9f0b-f14d8b97124c,3722,103.113403320312,140.176503200335
47037C,1.1.1.0,47037C_14734,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,eeb5001a-6469-4670-abf8-913dc06ce3b9,3723,78.1043701171875,43.3302895327633
47037C,1.1.1.0,47037C_14735,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,6559f77c-c5f5-44ca-b9b7-29623ff537bd,3724,155.271850585938,90.204613102369
47037C,1.1.1.0,47037C_14736,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,a8cf24a0-e7e1-4399-a839-5516706a7feb,3725,1198.65576171875,543.303019057107
47037C,1.1.1.0,47037C_14737,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,cb1b628c-7655-45d9-ae63-ac1086362bad,3726,11.8404541015625,16.784816090974
47037C,1.1.1.0,47037C_14738,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,93c1fb5a-3086-45db-9765-6212980c7a8e,3727,60.14794921875,49.454628721716
47037C,1.1.1.0,47037C_14739,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,58e6fcf8-9ca7-489d-bd43-6532490908f6,3728,26497.7777099609,2747.55266428135
47037C,1.1.1.0,47037C_14740,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,6ffb57ab-71b1-493a-b46e-018a37a226d6,3729,1061.2666015625,304.285979592112
47037C,1.1.1.0,47037C_14741,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c1b5d31f-a78e-40bf-a8ca-db6a306c13c5,3730,1787.78137207031,310.109513669681
47037C,1.1.1.0,47037C_14742,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,20785c9c-6865-4386-aa40-e6fc0c267ba2,3731,5.2510986328125,13.9980125130005
47037C,1.1.1.0,47037C_14743,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c44aeb06-e06c-4e8e-b9dd-460fee993ee6,3732,7999.97192382812,697.930724583738
47037C,1.1.1.0,47037C_14744,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,a1d26736-1029-4c27-87fc-50f93febcc01,3733,5479.93566894531,504.512934307759
47037C,1.1.1.0,47037C_14745,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,2db18e85-04f7-4305-aea4-882841fc1977,3734,20.1976318359375,35.2453685743001
47037C,1.1.1.0,47037C_14746,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,a1a3f0aa-1b5c-4e2f-990a-b87f24ae722a,3735,115.251831054688,97.7064726304385
47037C,1.1.1.0,47037C_14747,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,25d202db-f4f0-4fac-9a8d-52d169b7f002,3736,18540.8819580078,1789.04607029137
47037C,1.1.1.0,47037C_14748,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,7f4748fb-1287-4b4c-9169-23493bbff331,3737,6978.96948242188,647.515869316165
47037C,1.1.1.0,47037C_14749,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,09bc3d7b-a93f-49cd-836e-fab6b9969ab3,3738,2.4705810546875,13.8206114211896
47037C,1.1.1.0,47037C_14750,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,cbf95f69-212f-4229-acbf-ea9c27756608,3739,8.484375,19.6363834484633
47037C,1.1.1.0,47037C_14751,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,940992d5-0e72-49db-8270-969697654696,3740,14123.5554199219,1538.0727133396
47037C,1.1.1.0,47037C_14752,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c4bad9f5-e6cd-4a4f-a234-69a4a73f143f,3741,26625.8254394531,1084.32316850102
47037C,1.1.1.0,47037C_14753,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,bd65a073-f8a8-4ab9-b0b5-90ac8197e261,3742,2145.525390625,286.047127252619
47037C,1.1.1.0,47037C_14754,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,bf68cdd2-e1c1-4362-ba68-378b56edabd5,3743,24.648681640625,21.0972890403883
47037C,1.1.1.0,47037C_14755,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c8048c16-a2a3-4486-a8c9-42cc1ce3df0b,3744,39482.1606445312,2014.35620181333
47037C,1.1.1.0,47037C_14756,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,8d6e6bb8-bc4c-439b-955c-5813d2f84434,3745,15360.1599121094,880.440785070317
47037C,1.1.1.0,47037C_14757,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,9cc218cc-964a-42f2-bdcf-284d8ee51c91,3746,678.264892578125,361.943563152598
47037C,1.1.1.0,47037C_14758,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,50124558-f6ca-4cc5-9314-6c920529c0a3,3747,50.9752197265625,56.0060438335094
47037C,1.1.1.0,47037C_14759,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,ec39ee51-69d2-4cbb-bc62-3a27c7322638,3748,33.2528076171875,39.5817551985909
47037C,1.1.1.0,47037C_14760,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,90d70a14-f36c-4887-80ac-fcc26cb15f3c,3749,4036.68395996094,440.401846970672
47037C,1.1.1.0,47037C_14761,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,518f62f6-aca1-452b-9afe-4eb7244dd3f4,3750,3379.62255859375,824.688780198127
47037C,1.1.1.0,47037C_14762,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f1ee9eab-c8a2-4288-aedb-6788dc9d8855,3751,3.692138671875,8.90869413328814
47037C,1.1.1.0,47037C_14763,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,05b663c1-2307-42d4-b1e4-743298b11233,3752,14453.8049316406,1131.21233427445
47037C,1.1.1.0,47037C_14764,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,d40cc478-5338-4a4b-9fc2-41ec5cda2f6d,3753,7824.24523925781,540.842306659098
47037C,1.1.1.0,47037C_14765,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,2f07d8b9-b0d7-4ab1-9ce9-cff187d2d709,3754,4208.83972167969,712.09870847952
47037C,1.1.1.0,47037C_14766,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,0686cb2f-8a68-4132-bb88-616cad9046bb,3755,7848.25549316406,964.806049384779
47037C,1.1.1.0,47037C_14767,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,dde7c78b-f154-47f7-a4b6-b6e00932907a,3756,1.3167724609375,6.94854430821021
47037C,1.1.1.0,47037C_14768,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,99da8e34-8664-45f2-830b-5bcd375634bc,3757,48469.0256347656,1972.62787077867
47037C,1.1.1.0,47037C_14769,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,1e7ffd4e-5417-4432-93ef-c70a1b8c7ffb,3758,898.5107421875,573.191734736507
47037C,1.1.1.0,47037C_14781,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,882fd7d7-0f71-4c63-910a-3ebc2143150c,3759,5.9368896484375,16.0645227511485
47037C,1.1.1.0,47037C_14782,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,d540f631-e3d7-442e-8774-9368f9beeeeb,3760,1.08642578125,5.99785784184775
47037C,1.1.1.0,47037C_14783,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,7fa10f88-6106-43b6-b7c3-0e8b96a4de82,3761,50.68603515625,74.7833862518592
47037C,1.1.1.0,47037C_14784,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,ec62c720-95cb-469a-9ea9-a42681b3bbb1,3762,1.615478515625,10.2233138538619
47037C,1.1.1.0,47037C_14785,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,74890f7f-4406-4a13-a295-bbfe2798d094,3763,1.2615966796875,6.63585416863977
47037C,1.1.1.0,47037C_14786,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,a9de26ad-f915-4604-87bc-ee9cd4475c15,3764,4.8260498046875,19.3706335086835
47037C,1.1.1.0,47037C_14788,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f174b491-f526-46c1-beae-d5a0ee5888bd,3765,38.5570068359375,56.2011441717985
47037C,1.1.1.0,47037C_14790,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c3da9a5f-e264-4d97-864b-6026e2f46e92,3766,196.59423828125,84.4519332452844
47037C,1.1.1.0,47037C_14791,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e5cb411c-dbf6-4658-8b0f-0153708f9654,3767,1.60595703125,10.3402439881261
47037C,1.1.1.0,47037C_14792,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,849f42e7-c46f-4e07-bcf7-21dc9333e706,3768,48.8607177734375,68.981141494901
47037C,1.1.1.0,47037C_14793,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,65974203-8266-4232-8a0f-1805eb59e84f,3769,12.6551513671875,26.0064778807951
47037C,1.1.1.0,47037C_14794,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,1a256db9-1fa4-47ed-b14e-cdc9cd0bf863,3770,9.9305419921875,18.7861803572022
47037C,1.1.1.0,47037C_14795,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,eb33d664-2425-48ea-a67d-f08c57e43508,3771,6.424560546875,19.7415327254531
47037C,1.1.1.0,47037C_14796,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,bd736b81-5b43-45d8-99a4-00696271d068,3772,185.410278320312,155.024588273793
47037C,1.1.1.0,47037C_14817,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,cc4310d2-3d84-451d-b950-624c3f85522d,3773,411.450561523438,174.569926188258
47037C,1.1.1.0,47037C_14818,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,5e85d04d-55ea-48d5-b86f-325da00319ca,3774,1765.61083984375,425.687219948974
47037C,1.1.1.0,47037C_14827,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,6f909fb3-7ea9-42b5-bd50-ae9f72205642,3775,1849.1953125,272.820759980142
47037C,1.1.1.0,47037C_14835,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,97df2d68-de32-4534-a311-c6d6e9207f2d,3776,4064.35729980469,675.497478696174
47037C,1.1.1.0,47037C_14836,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c5b65d92-7e73-44ba-bf9d-ce5c739ee26a,3777,3224.79919433594,716.449345323915
47037C,1.1.1.0,47037C_14837,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,56c8ad33-cead-416f-9a92-2131f264bb6d,3778,3337.59790039062,597.551881443246
47037C,1.1.1.0,47037C_14869,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e363ed07-c0b4-4603-87e6-e44e016eeb1c,3779,511.424682617188,145.105557931724
47037C,1.1.1.0,47037C_14894,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,16d20a7c-37fd-45a1-851b-daa099b15580,3780,26.2955322265625,33.6837614448268
47037C,1.1.1.0,47037C_14895,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,0fec7be0-feea-463f-94bd-f88fca5fe6b4,3781,66150.8426513672,2689.12088731832
47037C,1.1.1.0,47037C_14896,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,68786dac-e614-4097-89c2-420f163d3813,3782,25.3743896484375,19.3313644581199
47037C,1.1.1.0,47037C_14948,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,19aa1f33-d43a-4d2e-b9f5-8fda3f6efb5b,3783,507.028930664062,188.27350933362
47037C,1.1.1.0,47037C_14954,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,930ab8f3-6c61-4080-be7b-6599fcb123a0,3784,8271.75048828125,366.325519115822
47037C,1.1.1.0,47037C_15001,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,ea88bce6-4e2d-4199-b48e-8b60717814c6,3785,36.2222900390625,47.196691792094
47037C,1.1.1.0,47037C_15004,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,b9d70366-3337-4b63-99a8-d0e4a2ebf678,3786,8.2662353515625,16.0423782014405
47037C,1.1.1.0,47037C_15005,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,ddd8d2a9-006e-49e1-b1e8-2b25d3e1771c,3787,420.155517578125,169.845624453248
47037C,1.1.1.0,47037C_15009,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f9ef762e-c112-43cf-b3b7-c7f17bc601d2,3788,27.1519775390625,22.0260995298197
47037C,1.1.1.0,47037C_15010,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,7042cab2-dd1f-4f35-8489-4ce89a31f5e5,3789,20.27392578125,21.5308303523365
47037C,1.1.1.0,47037C_15011,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,7d6999a8-c2ea-411a-bf72-b917bc64c196,3790,25.06201171875,25.1929642119258
47037C,1.1.1.0,47037C_15013,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,bd2f6738-b310-4803-ae04-ebca66884dbc,3791,46.5814208984375,62.0240923913707
47037C,1.1.1.0,47037C_15014,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,94cff9c6-cafe-4c7a-a661-70df7dde7513,3792,18.3297119140625,20.0158007157073
47037C,1.1.1.0,47037C_15015,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,648a6754-c1bf-423c-839e-823db37782fd,3793,1467.01928710938,300.101471898812
47037C,1.1.1.0,47037C_15019,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,4e85f75a-e0d8-48cd-ae87-1ea6e69f8718,3794,30.4447021484375,26.8556204964905
47037C,1.1.1.0,47037C_15023,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,e254570b-4133-4a1c-96a2-01c9cb522f63,3795,39.9012451171875,34.9537427002546
47037C,1.1.1.0,47037C_15024,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c6f9374d-6dd5-458c-9117-c9370b5e96b1,3796,222.960571289062,147.175158296403
47037C,1.1.1.0,47037C_15025,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,6d419155-8be0-4a7c-8348-24989934af78,3797,290.405517578125,144.196794620364
47037C,1.1.1.0,47037C_15029,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,17569526-7778-49fd-a0aa-0c3d792359d2,3798,76.7808837890625,95.1775966688479
47037C,1.1.1.0,47037C_15034,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,c0acba3a-2fb5-4c29-9165-80f8fb874b93,3799,115.487182617188,54.945598684101
47037C,1.1.1.0,47037C_15035,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,b668df51-a959-4dd4-b26a-dffad81556d1,3800,1937.69702148438,398.518742147948
47037C,1.1.1.0,47037C_15036,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,f998fd83-a8b0-4a56-8438-be6e012803aa,3801,122.40673828125,85.1583360108392
47037C,1.1.1.0,47037C_15037,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,dde1ef68-7416-4cf2-bc78-2788c9170984,3802,71.5701904296875,75.9138746329376
47037C,1.1.1.0,47037C_15038,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,43e4b54c-0825-4d0e-8a7c-e4145f9d31b8,3803,36.5128173828125,51.7510718640381
47037C,1.1.1.0,47037C_15039,NP,AE, ,T,47037C_STUDY1,100-Year Floodplain,2024/06/20 00:00:00+00,613aa40b-372f-4708-8f8d-cc0944eb0458,3804,294.947509765625,170.231209824147
